timestamp	temperature	humidity	CO2	yield
1/1/2025 6:00	25.2	88.3	785	1.27
1/1/2025 7:00		89.3	786	1.08
1/1/2025 8:00	26	84.3	779	1.32
1/1/2025 9:00	26.7	85.6	773	1.39
1/1/2025 10:00	26.2	84.9	803	1.48
1/1/2025 11:00	26.4	84.8	801	1.46
1/1/2025 12:00	27.1	83.6	811	1.76
1/1/2025 13:00	26.8	83.8	805	1.73
1/1/2025 14:00	26.1	85.9	809	1.48
1/1/2025 15:00	26.3	84.6	775	1.59
1/1/2025 16:00	25.6	86.9	801	1.21
1/1/2025 17:00	25.2	87.1	773	1.17
1/1/2025 18:00	25.1	87.1	797	1.19
1/1/2025 19:00	23.8	88.2	739	1
1/1/2025 20:00	23.6	88.9	774	1
1/1/2025 21:00	23.7	90.4	739	1
1/1/2025 22:00	23.3	90.7	718	1
1/1/2025 23:00	23.7	88.3	717	1
1/2/2025 0:00	23.1	90.5	719	1
1/2/2025 1:00	23	91.4	734	1
1/2/2025 2:00	24.3	86.5	739	1.16
1/2/2025 3:00	23.8	90	725	1
1/2/2025 4:00	24.3	87.8	742	1
1/2/2025 5:00	24	89.7	790	1
1/2/2025 6:00	24.8	86.9	791	1.2
1/2/2025 7:00	25.4	84.7	777	1.48
1/2/2025 8:00	25.3	85.1	778	1.55
1/2/2025 9:00	26.2	85.8	787	1.58
1/2/2025 10:00	26.1	86.2	801	1.36
1/2/2025 11:00	26.3	84.5	775	1.28
1/2/2025 12:00	26.3	86.3	790	1.41
1/2/2025 13:00	27.2	82.2	764	1.35
1/2/2025 14:00	26.3	85.5	797	1.5
1/2/2025 15:00	25.6	85.1	796	1.4
1/2/2025 16:00	26.1	85.1	769	1.29
1/2/2025 17:00	24.9	87.7	797	1.04
1/2/2025 18:00	25.1	86.3	738	1.15
1/2/2025 19:00	23.8	88.8	725	1
1/2/2025 20:00	23.7	90.7	747	1
1/2/2025 21:00	24	88.3	754	1
1/2/2025 22:00	24	90	760	1
1/2/2025 23:00	23.6	88.2	718	1
1/3/2025 0:00	23.5	90.4	744	1
1/3/2025 1:00	23.4	91.6	725	1
1/3/2025 2:00	23.1	87.4	727	1
1/3/2025 3:00	23.7	88.5	751	1
1/3/2025 4:00	24.1	89.5	754	1
1/3/2025 5:00	25	87.3	723	1
1/3/2025 6:00	25.1	87.8	787	1.3
1/3/2025 7:00	24.7	87.2	794	1.38
1/3/2025 8:00	25.9	86.3	766	1.25
1/3/2025 9:00	25.9	86	792	1.36
1/3/2025 10:00	26	87.4	799	1.24
1/3/2025 11:00	26.7	85.3	798	1.4
1/3/2025 12:00	26.9	85.1	785	1.45
1/3/2025 13:00	26.8	84.3	782	1.54
1/3/2025 14:00	26	85.4	790	1.52
1/3/2025 15:00	25.9	85.6	806	1.36
1/3/2025 16:00	25.9	86.6	787	1.51
1/3/2025 17:00	25.8	85.8	762	1.23
1/3/2025 18:00	24.8	88.1	774	1.11
1/3/2025 19:00	24.5	90.7	700	1
1/3/2025 20:00	23.8	90.3	763	1
1/3/2025 21:00	23.5	89.4	704	1
1/3/2025 22:00	24	90.4	723	1
1/3/2025 23:00	24.1	88.4	706	1
1/4/2025 0:00	23.5	87.3	702	1
1/4/2025 1:00	24	87.8	747	1.02
1/4/2025 2:00	23.8	87.1	721	1
1/4/2025 3:00	23.7	89	741	1
1/4/2025 4:00	24.4	88.4	742	1.04
1/4/2025 5:00	25.2	89.2	760	1
1/4/2025 6:00	25	87.9	761	1.12
1/4/2025 7:00	26	85.7	746	1.06
1/4/2025 8:00	24.7	88.9	795	1.21
1/4/2025 9:00	26.4	82.7	776	1.52
1/4/2025 10:00	26.3	85.8	762	1.11
1/4/2025 11:00	26.3	86.5	786	1.5
1/4/2025 12:00	26.5	83.5	822	1.58
1/4/2025 13:00	25.7	87.8	809	1.24
1/4/2025 14:00	26.2	86.1	784	1.39
1/4/2025 15:00	26.2	85.2	778	1.53
1/4/2025 16:00	26.3	86.3	772	1.2
1/4/2025 17:00	25.2	89.9	806	1.19
1/4/2025 18:00	24.7	88.2	767	1.13
1/4/2025 19:00	24.4	88.7	759	1.08
1/4/2025 20:00		87.5	761	1.1
1/4/2025 21:00	24.1	87.8	740	1
1/4/2025 22:00	23.5	90.7	725	1
1/4/2025 23:00	23.8	88.3	723	1
1/5/2025 0:00	23.5	89.8	724	1
1/5/2025 1:00	23.9	88.6	726	1
1/5/2025 2:00	23.4	90.5	743	1
1/5/2025 3:00	23.8	89.7	736	1
1/5/2025 4:00	24.1	90.1	756	1
1/5/2025 5:00	24	88.4	749	1
1/5/2025 6:00	25.1	87	761	1.22
1/5/2025 7:00	25.5	85.6	733	1.38
1/5/2025 8:00	25.8	85.8	794	1.39
1/5/2025 9:00	26	86.5	791	1.27
1/5/2025 10:00	25.7	87.4	808	1.34
1/5/2025 11:00	26.3	84.4	742	1.46
1/5/2025 12:00	26.4	86.4	833	1.49
1/5/2025 13:00	26.1	87.5	791	1.22
1/5/2025 14:00	26.2	86.2	810	1.41
1/5/2025 15:00	26.2	88	766	1.09
1/5/2025 16:00	26.5	84.3	789	1.52
1/5/2025 17:00	25.5	85.3	750	1.41
1/5/2025 18:00	25.1	85.2	749	1.22
1/5/2025 19:00	24.6	89.9	785	1.02
1/5/2025 20:00	23.5	90.5	739	1
1/5/2025 21:00	23.9	89.1	739	1
1/5/2025 22:00	23.7	89.8	745	1
1/5/2025 23:00	24.5	86.9	735	1
1/6/2025 0:00	23.4	92	728	1
1/6/2025 1:00	23.7	89.6	733	1.17
1/6/2025 2:00	23.7	89.6	773	1
1/6/2025 3:00	23.5	90.6	734	1
1/6/2025 4:00	24.7	88.5	746	1
1/6/2025 5:00	24.9	87.9	770	1.25
1/6/2025 6:00	25.3	86.1	780	1.29
1/6/2025 7:00	25	88.1	790	1.02
1/6/2025 8:00	26.3	87.8	789	1.42
1/6/2025 9:00	25.5	88.4	764	1.04
1/6/2025 10:00	26.5	87.2	820	1.7
1/6/2025 11:00	27.3	83.4	773	1.68
1/6/2025 12:00	26.1	84.7	800	1.44
1/6/2025 13:00	26.2	85.5	780	1.53
1/6/2025 14:00	26.3	85.6	789	1.43
1/6/2025 15:00	25.9	87.5	791	1.4
1/6/2025 16:00	25.1	85.3	783	1.37
1/6/2025 17:00	25.4	88.7	777	1.04
1/6/2025 18:00	24.6	87.9	789	1.09
1/6/2025 19:00	24.8	87.3	759	1.22
1/6/2025 20:00	23.9	87.9	738	1
1/6/2025 21:00	24.6	86.1	753	1.07
1/6/2025 22:00	23.4	90.9	751	1
1/6/2025 23:00	23.4	90	704	1
1/7/2025 0:00	23.8	87.8	736	1.15
1/7/2025 1:00	23.1	88.8	739	1
1/7/2025 2:00	23.8	88.9	724	1
1/7/2025 3:00	24.5	90.3	760	1.09
1/7/2025 4:00	23.6	89.3	740	1
1/7/2025 5:00	24.7	86.1	753	1.18
1/7/2025 6:00	25.1	87.1	757	1
1/7/2025 7:00	25.7	86.1	769	1.32
1/7/2025 8:00	25.3	83.8	758	1.28
1/7/2025 9:00	25.5	86.7	759	1.3
1/7/2025 10:00	26.5	85	819	1.73
1/7/2025 11:00	26.6	85.9	779	1.7
1/7/2025 12:00	26.6	87.3	777	1.38
1/7/2025 13:00	26.6	86.5	755	1.3
1/7/2025 14:00	26	85.7	779	1.37
1/7/2025 15:00	26.2	84.4	761	1.32
1/7/2025 16:00	25.9	89.2	807	1.32
1/7/2025 17:00	25.1	87.4	787	1.19
1/7/2025 18:00	25.7	86.5	748	1.18
1/7/2025 19:00	24.8	87.8	791	1.36
1/7/2025 20:00	23.8	89.5	760	1
1/7/2025 21:00	24.2	88.5	729	1
1/7/2025 22:00	23.3	89.4	700	1
1/7/2025 23:00	23.9	88.5	767	1
1/8/2025 0:00	24	89	700	1
1/8/2025 1:00	23.2	89.5	700	1
1/8/2025 2:00	24.1	88	748	1.12
1/8/2025 3:00	24.1	89	779	1.03
1/8/2025 4:00	24.6	87.8	767	1
1/8/2025 5:00	25.4	88.7		1.02
1/8/2025 6:00	24.9		771	1.39
1/8/2025 7:00	25.1	88.7	784	1.21
1/8/2025 8:00	25.4	88.4	791	1.19
1/8/2025 9:00	25.7	84	790	1.41
1/8/2025 10:00	26.3	85.1	792	1.41
1/8/2025 11:00	26.6	84.7	793	1.39
1/8/2025 12:00	26.6	83.4	781	1.72
1/8/2025 13:00	26.8	83.9	789	1.51
1/8/2025 14:00	26.3	84.2	760	1.52
1/8/2025 15:00	26.6	87.2	783	1.52
1/8/2025 16:00	25.6	87.7	760	1.26
1/8/2025 17:00	26.5	86.8	749	1.16
1/8/2025 18:00	25.3	87.9	763	1.17
1/8/2025 19:00	24.3	87.2	776	1.13
1/8/2025 20:00	23.8	88.7	759	1
1/8/2025 21:00	24.1	89.4	707	1
1/8/2025 22:00	23.6	88.1	712	1
1/8/2025 23:00	23.8	90.2	743	1
1/9/2025 0:00	23.7	89.2	707	1
1/9/2025 1:00	23.5	89.3	722	1
1/9/2025 2:00	23.4	90.8	740	1
1/9/2025 3:00	23.3	90.6	718	1
1/9/2025 4:00	24.1	88.4	744	1
1/9/2025 5:00	25	88.9	727	1
1/9/2025 6:00	25.1	86.1	749	1.24
1/9/2025 7:00	24.9	88.4	775	1
1/9/2025 8:00	25.8	87	749	1.17
1/9/2025 9:00	26.2	85.3		1.68
1/9/2025 10:00	25.9	86.5		1.23
1/9/2025 11:00	26.5	83.7	804	1.51
1/9/2025 12:00	26.5	86.4	799	1.5
1/9/2025 13:00	26	85.8	818	1.52
1/9/2025 14:00	26.4	84.8	793	1.53
1/9/2025 15:00	26.3	86.8	777	1.37
1/9/2025 16:00	26.2	84.9	780	1.49
1/9/2025 17:00	25.8	84.6	779	1.52
1/9/2025 18:00	24.4	86.5	761	1.16
1/9/2025 19:00	24.2	89.4	752	1
1/9/2025 20:00	24.5	86.7	730	1.07
1/9/2025 21:00	24.1	91	723	1
1/9/2025 22:00	23.9	86.7	704	1
1/9/2025 23:00	25.1	89.4	758	1
1/10/2025 0:00	23.7	89.7	703	1
1/10/2025 1:00	24	88.9	714	1
1/10/2025 2:00	24.1	88.2	717	1
1/10/2025 3:00	24.2	89.2	751	1.02
1/10/2025 4:00	24.1	88.8	737	1
1/10/2025 5:00	24.9	89	773	1.06
1/10/2025 6:00	24.7	88.1	748	1.04
1/10/2025 7:00	25.3	87.2	774	1.22
1/10/2025 8:00	25.6	86.2	762	1.31
1/10/2025 9:00	26.1	85.8	823	1.48
1/10/2025 10:00	27.2	84.6	769	1.52
1/10/2025 11:00	25.7	84.4	799	1.44
1/10/2025 12:00	26.8	83.2	806	1.74
1/10/2025 13:00	25.8	87.2	801	1.42
1/10/2025 14:00	26.1	86.1	787	1.26
1/10/2025 15:00	26.5	85	782	1.57
1/10/2025 16:00	25.8	86.3	778	1.24
1/10/2025 17:00	25	87.9	766	1.21
1/10/2025 18:00	24.7	87.3	777	1.2
1/10/2025 19:00	24.9	86.7	791	1.48
1/10/2025 20:00	24	89.2	732	1
1/10/2025 21:00	24	87.8	711	1
1/10/2025 22:00	23.7	89.9	728	1
1/10/2025 23:00	23.3	88	773	1
1/11/2025 0:00	24.4	89.6	711	1
1/11/2025 1:00	23.8	89.9	756	1
1/11/2025 2:00	22.9	91	760	1
1/11/2025 3:00	24	90.2	725	1
1/11/2025 4:00	24	91	753	1
1/11/2025 5:00	25	88.7	780	1.33
1/11/2025 6:00	24.7	85.7	753	1.13
1/11/2025 7:00	25.3	85.5	765	1.23
1/11/2025 8:00	26	85.3	767	1.33
1/11/2025 9:00	26.4	85.4	766	1.49
1/11/2025 10:00	25.8		779	1.16
1/11/2025 11:00	26.3	84.7	772	1.43
1/11/2025 12:00	26.3	85.8	796	1.56
1/11/2025 13:00	26.2	84.8	780	1.48
1/11/2025 14:00	27	83.8	795	1.61
1/11/2025 15:00	26.2	84	757	1.48
1/11/2025 16:00	25.2	86.1	783	1
1/11/2025 17:00	25.8	84.7	784	1.49
1/11/2025 18:00	25.8	85.1	724	1.07
1/11/2025 19:00	25	88.8	758	1
1/11/2025 20:00	23.6	88.5	765	1.02
1/11/2025 21:00	23.7	92	713	1
1/11/2025 22:00	24.2	89.3	760	1
1/11/2025 23:00	23.3	90.3	734	1
1/12/2025 0:00	23.7	88.4	712	1
1/12/2025 1:00	23.9	90	725	1
1/12/2025 2:00	23.3	89.4	740	1
1/12/2025 3:00	23.9	89.3	737	1
1/12/2025 4:00	23	92	752	1
1/12/2025 5:00	24.2	88.6	734	1
1/12/2025 6:00	24.9	89	763	1
1/12/2025 7:00	24.9	86.8	744	1
1/12/2025 8:00	26.4	85.4	775	1.64
1/12/2025 9:00	25.5	88.9	768	1.09
1/12/2025 10:00	26.1	85.1	777	1.4
1/12/2025 11:00	26.5	87.4	816	1.52
1/12/2025 12:00	27.1	85.2	815	1.61
1/12/2025 13:00	25.9	85.5	805	1.66
1/12/2025 14:00	26.8	85.6	771	1.31
1/12/2025 15:00	26.1	87	779	1.32
1/12/2025 16:00	25.4	87.6	799	1.2
1/12/2025 17:00	25.6	84.7	772	1.18
1/12/2025 18:00	25.1	86.5	802	1.26
1/12/2025 19:00	24.4	88.1	758	1.01
1/12/2025 20:00	24.3	88.5	746	1
1/12/2025 21:00	23.8	90	730	1
1/12/2025 22:00	23.7	89.7	732	1
1/12/2025 23:00	23.8	87.7	723	1
1/13/2025 0:00	24.1	89.3		1
1/13/2025 1:00	23.1	91.1	743	1
1/13/2025 2:00	24.6	88.8	716	1
1/13/2025 3:00	23.2	91.5	711	1
1/13/2025 4:00	24.2	89.7	709	1
1/13/2025 5:00	24.8	88.4	760	1
1/13/2025 6:00	25.1	87.3	740	1.08
1/13/2025 7:00	25.1	85.4	730	1.26
1/13/2025 8:00	25.7	87	784	1.06
1/13/2025 9:00	25.9	86.4	830	1.53
1/13/2025 10:00	26.1	86.2	790	1.36
1/13/2025 11:00	26.8	83.3	809	1.74
1/13/2025 12:00	26.6	83.8	796	1.59
1/13/2025 13:00	26.2	87	792	1.26
1/13/2025 14:00	26.7	84.9	807	1.52
1/13/2025 15:00	26.2	86.5	780	1.24
1/13/2025 16:00	26.1	85.9	782	1.49
1/13/2025 17:00	25.6	86.6	775	1.26
1/13/2025 18:00	24.7	89.1	748	1.18
1/13/2025 19:00	24.4	87.8	769	1.07
1/13/2025 20:00	24.5	88.4	739	1
1/13/2025 21:00	24.2	88.1	722	1
1/13/2025 22:00	23.7	88.9	739	1
1/13/2025 23:00	23.6	89.2	710	1
1/14/2025 0:00	24	89.3	726	1
1/14/2025 1:00	23.3	89.5	726	1
1/14/2025 2:00	23.9	90.7	749	1
1/14/2025 3:00	23.9	88.1	744	1.03
1/14/2025 4:00	24.2	88.5	742	1
1/14/2025 5:00	25.1	86.8	766	1.19
1/14/2025 6:00	25.3	88.8	785	1.36
1/14/2025 7:00	25.7	86.7	779	1.38
1/14/2025 8:00	26.3	86.8	778	1.28
1/14/2025 9:00	26.1	84.1	761	1.26
1/14/2025 10:00	26.6	85.4	771	1.12
1/14/2025 11:00	26.3	86.6	788	1.28
1/14/2025 12:00	26.6	85.2	784	1.42
1/14/2025 13:00	26.4	86.7	790	1.26
1/14/2025 14:00	26.3	84.9	791	1.45
1/14/2025 15:00	26.3	87.2	794	1.37
1/14/2025 16:00	25.4	89.7	776	1.06
1/14/2025 17:00	26.2	85.3	778	1.3
1/14/2025 18:00	24.6	87.6	761	1.09
1/14/2025 19:00	24.1	90.6	715	1
1/14/2025 20:00	24.7	89.8	726	1
1/14/2025 21:00	24.3	87.9	733	1.09
1/14/2025 22:00	24	88.5	708	1
1/14/2025 23:00		89	737	1
1/15/2025 0:00	23.5	88.1	753	1.01
1/15/2025 1:00	23.2	89.1	748	1
1/15/2025 2:00	23.7	88.2	726	1
1/15/2025 3:00	23.7	88.5	762	1
1/15/2025 4:00	24.6	88.1	745	1
1/15/2025 5:00	24.6	88.4	745	1.01
1/15/2025 6:00	24.7	89.8	749	1
1/15/2025 7:00	25.3	85.9	764	1.24
1/15/2025 8:00	25.9	87.3	771	1.23
1/15/2025 9:00	25.8	86	788	1.33
1/15/2025 10:00	26	85.9	793	1.38
1/15/2025 11:00	26.5	86.1	794	1.21
1/15/2025 12:00	26.6	83.8	803	1.52
1/15/2025 13:00	26.2	86.2	815	1.5
1/15/2025 14:00	26.1	86	807	1.48
1/15/2025 15:00	26.2		758	1.13
1/15/2025 16:00	25.2	87.5	732	1.16
1/15/2025 17:00	24.8	90.7	786	1
1/15/2025 18:00	24.7	87.2	735	1.11
1/15/2025 19:00	24.5	87.6	747	1.06
1/15/2025 20:00	24.4	87.7	721	1
1/15/2025 21:00	24.5	87.6	703	1.05
1/15/2025 22:00	24	88.2	739	1
1/15/2025 23:00	23.5	91.2	740	1
1/16/2025 0:00	23.5	91.5	715	1
1/16/2025 1:00	23.2	89.5	700	1
1/16/2025 2:00	23.7	88.5	720	1
1/16/2025 3:00	23.8	89.9	742	1
1/16/2025 4:00	24.4	87.7	716	1
1/16/2025 5:00	24.3	89.3	754	1
1/16/2025 6:00	25.2	87.4	760	1.11
1/16/2025 7:00	26	84.2	779	1.52
1/16/2025 8:00	25.7	88.3	780	1.3
1/16/2025 9:00	26.2	87.9	767	1
1/16/2025 10:00	26.6	84.4	812	1.75
1/16/2025 11:00	26.3	85.1	791	1.25
1/16/2025 12:00	26.6	85.4	795	1.6
1/16/2025 13:00	26.5	85.7	777	1.52
1/16/2025 14:00	26.3	86.3	782	1.23
1/16/2025 15:00	25.8	88.7	769	1.1
1/16/2025 16:00	25.8	86.1	774	1.16
1/16/2025 17:00	25.6	85.6	800	1.38
1/16/2025 18:00	25.6	84.9	735	1.15
1/16/2025 19:00	25	86.6	722	1.09
1/16/2025 20:00	25.1	87.3	769	1.32
1/16/2025 21:00	23.6	91.8	731	1
1/16/2025 22:00	24	88.4	718	1
1/16/2025 23:00	23.6	89.9	745	1
1/17/2025 0:00	24.4	88.4	714	1
1/17/2025 1:00	23.2	91.6	759	1
1/17/2025 2:00	23.4	92	742	1
1/17/2025 3:00	23.7	88.8	726	1
1/17/2025 4:00	23.4	89.3		1
1/17/2025 5:00	24.4	89.7	740	1
1/17/2025 6:00	24.7	88.8	773	1.06
1/17/2025 7:00	25.4	89.1	774	1.15
1/17/2025 8:00	25.9	86.9	801	1.27
1/17/2025 9:00	26.8	84.4	813	1.67
1/17/2025 10:00	26.7	85.7	791	1.4
1/17/2025 11:00	26.2	87	780	1.3
1/17/2025 12:00	26.1	86.8	803	1.47
1/17/2025 13:00	26.6	85.7	782	1.41
1/17/2025 14:00	25.8	87.6	827	1.38
1/17/2025 15:00	26.8	86.2	787	1.41
1/17/2025 16:00	26.2	87.4	771	1.24
1/17/2025 17:00	25.2	88	772	1.1
1/17/2025 18:00	24.3	88.3	736	1
1/17/2025 19:00	25.2	87.4	733	1.21
1/17/2025 20:00	24.2	90.1	764	1
1/17/2025 21:00	24.4	87.4	723	1
1/17/2025 22:00	23.1	90.8	711	1
1/17/2025 23:00	23.3	89.6	736	1
1/18/2025 0:00	23.5	89.8	746	1
